"id","input","reference","hypothesis","bleu_score","meteor_score","ter_score","rouge1","rouge2","rougeL","pos_accuracy","ner_accuracy","lemmatization_accuracy","phrase_preservation","num_tokens","avg_token_length","num_stopwords_removed","stopwords_removal_percentage","execution_time","created_at"
"375","It has been built on Azu cloud computing, with HTML5, WebSockets, and WebRTC protocol for real time communication.","It has been built on Microsoft Windows Azure cloud computing, using HTML5, WebSockets, and WebRTC protocol for real time communication.","It has been built on Azu cloud computing, with HTML5, WebSockets, and WebRTC protocol for real time communication.","67.477996826","0.8054174781","20","0.8421052694","0.722222209","0.8421052694","81.818183899","75","81.81818389892578","83.33333587646484","22","5.11111116409302","11","50","8.417141914368","2025-04-14 03:42:16"
"376","Messeon cards that present players challenge based on experience.","Mission cards that present players with new challenges that scale in difficulty based on their experience.","Messeon cards that present players with challenges based on experience.","26.76125145","0.4978354871","43.75","0.6923077106","0.4166666567","0.6923077106","62.5","0","62.5","20","11","6.09999990463257","4","36.3636360168457","4.662745475769","2025-04-14 03:43:36"
"377","Why then don’t agencies planning the future want?","Then why don’t more agencies plan the future they want?","Why then don’t agencies planning for the future?","9.6009607315","0.4350906909","70","0.8000000119","0.3333333433","0.6999999881","38.461540222","0","50","33.33333206176758","11","4.33333349227905","8","72.7272720336914","4.122615337372","2025-04-14 03:45:00"
"378","What does cost a mortgaged broker?","What does a mortgage broker cost?","What does it cost a mortgage broker?","28.11706543","0.6147540808","66.666664124","0.9230769277","0.5454545617","0.769230783","85.714286804","0","100","100","8","4.14285707473755","5","62.5","3.421613454819","2025-04-14 03:45:51"
"379","Qualifying Examination-Passed-Appealing 12th examination from recognized board with English as a compulsory subject.","Qualifying Examination:Passed/Appearing 12th examination from recognized board with English as a compulsory subject.","Qualifying Examination-Passed-Appealing 12th examination from recognized board with English as a compulsory subject.","64.290847778","0.9209401608","7.6923074722","0.9333333373","0.8571428657","0.9333333373","81.25","50","77.77777862548828","60","14","7.61538457870483","5","35.71428680419922","8.510001182556","2025-04-14 03:46:57"
"380","Go by mission to heart","Taking our mission to heart.","Go by mission to heart.","50.813274384","0.5888888836","40","0.6000000238","0.5","0.6000000238","66.666664124","0","66.66666412353516","50","6","3.59999990463257","3","50","2.419972896576","2025-04-14 03:47:40"
"381","Source of Fibers includes like's Crafty Jaks Boutique, Northern Bay Fibias, Legacy Studio, Kinfolk Yarn and Fiber and Sarah Elizabeth Fiber Works.","Fibre sources include Crafty Jaks Boutique, Northern Bay Fibres, Legacy Studio, Kinfolk Yarn and Fibre and Sarah Elizabeth Fibre Works.","Source of Fibers includes Crafty Jaks Boutique, Northern Bay Fibias, Legacy Studio, Kinfolk Yarn and Fiber and Sarah Elizabeth Fiber Works.","49.096347809","0.7838736176","35","0.7804877758","0.5641025901","0.7804877758","78.947364807","60","78.9473648071289","42.85714340209961","25","5.4761905670166","7","28","11.43001937866","2025-04-14 03:49:06"
"382","There are VLC media player of iOS and Android to support Apple; how to downloading and installing iOS 10.","VLC media player for iOS and Android to support Apple. How to Download and Install iOS 10.","There are VLC media players for iOS and Android that support Apple. How to download and install iOS 10.","37.027305603","0.9293241501","23.529411316","0.8888888955","0.8235294223","0.8888888955","66.666664124","66.666664124","73.33333587646484","50","21","4.5","11","52.380950927734375","7.214333057404","2025-04-14 03:50:11"
"383","In order to give them (the Pentaon) their money’s worth Jim and his teammates decided to coordinate scenario where Russia, who is tired of the U.S.’s dominant currency position, move her gold to Switzerland, start a new bank in London, and issue a new form of currency that was backed by gold.","In order to give them (the Pentagon) their money’s worth Jim and his teammates decided to coordinate a scenario where Russia, who is tired of the U.S.’s dominant currency position, would move its gold to Switzerland, start a new bank in London, and issue a new form of currency that was backed by gold.","In order to give them (the Pentaon) their money’s worth, Jim and his teammates decided to coordinate a scenario where Russia, who is tired of the U.S.’s dominant currency position, moves her gold to Switzerland, starts a new bank in London, and issues","62.333805084","0.743165195","31.481481552","0.8543689251","0.7920792103","0.8543689251","74","83.333335876","75.51020050048828","56.25","54","4.40000009536743","30","55.55555725097656","19.98691940308","2025-04-14 03:51:28"
"384","Have you ever wanted to know with what your dream was?","Have you ever wanted to know what your dream meant?","Have you ever wanted to know what your dream was?","80.705574036","0.8993827105","10","0.8999999762","0.8888888955","0.8999999762","90.909088135","0","90.90908813476562","100","11","3.90000009536743","7","63.6363639831543","3.950461864471","2025-04-14 03:52:03"
"385","UM status plans & co laboration update.","UM status, plans & collaboration update.","UM status plans & laboration updates.","17.026117325","0.4259259403","50","0.8000000119","0.5","0.8000000119","50","100","62.5","0","7","6","2","28.571428298950195","3.473197698593","2025-04-14 03:53:04"
"386","Export your data about project first into CSV file and continue working with them out First the Purchase Order Software.","Export your project data into a CSV file and continue working with them outside the Purchase Order Software.","Export your project data into a CSV file and continue working with the Purchase Order Software.","79.465484619","0.8979985714","11.111110687","0.9411764741","0.875","0.9411764741","89.473686218","100","89.47368621826172","75","17","4.9375","7","41.17647171020508","6.211484909058","2025-04-14 03:53:41"
"387","Mention please refresh you are an Encorum member when make your booking!","Please mention that you are an Encorum member when making your booking!","Please make sure you are an Encorum member when making your booking!","75.392211914","0.8299999833","16.666666031","0.8333333135","0.7272727489","0.8333333135","76.923080444","100","84.61538696289062","100","13","4.66666650772095","6","46.153846740722656","4.876575469971","2025-04-14 03:54:11"
"388","Just she was told amputation of her right leg was the only way after doctor's found five malignant tumors on her thigh.","She was told amputation of her right leg was the only option after doctors found five malignant tumors in her thigh.","She was told amputation of her right leg was the only way after doctors found five malignant tumors on her thigh.","73.899841309","0.9029811621","9.523809433","0.9047619104","0.8000000119","0.9047619104","90","100","90","85.71428680419922","22","4.38095235824585","11","50","9.495397567749","2025-04-14 03:54:53"
"389","State University shoos at the Michigan State University Official Online Shop ^ Cazulle.","State University shoes at the Michigan State University Official Online Shop. Cazulle","State University Shoes at the Michigan State University Official Online Shop  Cazulle.","64.005722046","0.832916677","16.666666031","1","1","1","90.909088135","33.333332062","81.81818389892578","33.33333206176758","13","6.08333349227905","3","23.076923370361328","5.32045841217","2025-04-14 03:55:47"
"390","When Lamb's velocity is all way back, they should try him as a high kind of relief.","When Lamb's velocity is all the way back, they should try him as a high K reliever.","When Lamb's velocity is all the way back, they should try him as a high kind of relief.","79.483436584","0.877063036","17.647058487","0.8648648858","0.8571428657","0.8648648858","90","100","90","75","21","3.52631568908691","13","61.904762268066406","7.940380096436","2025-04-14 03:56:24"
"391","The weather this week is pure bliss!","The weather this week has been pure bliss!","The weather this week is pure bliss!","44.124843597","0.7454289794","25","0.8000000119","0.6153846383","0.8000000119","77.777778625","100","77.77777862548828","100","8","4.14285707473755","4","50","3.053026199341","2025-04-14 03:57:33"
"392","Once coated and allow to imbue with the mixture water was added to make a gravy.","Once coated and allowed to imbue with the mixture, water was added to make a gravy.","Once coated and allow to imbue with the mixture water was added to make a gravy.","66.995643616","0.9363889098","12.5","1","1","1","88.235290527","0","88.23529052734375","33.33333206176758","17","4","9","52.94117736816406","6.612888336182","2025-04-14 03:58:46"
"393","It's a few suggestion to make your divorce day occur as positive benchmark.","Here are a few suggestions for defining your divorce day as a positive benchmark.","Here are a few suggestions to make your divorce day a positive benchmark.","49.658283234","0.7833402753","21.428571701","0.814814806","0.6399999857","0.814814806","78.571426392","0","78.57142639160156","66.66666412353516","14","4.61538457870483","8","57.14285659790039","5.563132762909","2025-04-14 03:59:49"
"394","Our dedicated providing a wide variety of resources to youth group programs throughout the world.","Dedicated to providing a wide variety of resources to youth group programs throughout the world.","We are dedicated to providing a wide variety of resources to youth group programs throughout the world.","81.724601746","0.9866958857","13.333333015","0.9375","0.9333333373","0.9375","93.333335876","0","93.33333587646484","100","18","5.05882358551025","8","44.44444274902344","6.282341003418","2025-04-14 04:01:22"
